"REF_DATE","GEO","DGUID","Industry","Business dynamics measure","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017-01","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","788365","","","","0"
"2017-02","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","791181","","","","0"
"2017-03","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","786000","","","","0"
"2017-04","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","786598","","","","0"
"2017-05","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","791460","","","","0"
"2017-06","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","792698","","","","0"
"2017-07","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","788027","","","","0"
"2017-08","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","791113","","","","0"
"2017-09","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","793700","","","","0"
"2017-10","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","791989","","","","0"
"2017-11","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","793869","","","","0"
"2017-12","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","793790","","","","0"
"2018-01","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","794109","","","","0"
"2018-02","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","795298","","","","0"
"2018-03","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","795137","","","","0"
"2018-04","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","794647","","","","0"
"2018-05","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","792871","","","","0"
"2018-06","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","797170","","","","0"
"2018-07","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","796054","","","","0"
"2018-08","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","793995","","","","0"
"2018-09","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","795978","","","","0"
"2018-10","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","797248","","","","0"
"2018-11","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","796150","","","","0"
"2018-12","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","797277","","","","0"
"2019-01","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","797092","","","","0"
"2019-02","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","796619","","","","0"
"2019-03","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","798066","","","","0"
"2019-04","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","796857","","","","0"
"2019-05","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","799591","","","","0"
"2019-06","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","799785","","","","0"
"2019-07","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","799446","","","","0"
"2019-08","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","801469","","","","0"
"2019-09","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","800569","","","","0"
"2019-10","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","801027","","","","0"
"2019-11","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","800256","","","","0"
"2019-12","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","803175","","","","0"
"2020-01","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","802082","","","","0"
"2020-02","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","797840","","","","0"
"2020-03","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","767976","E","","","0"
"2020-04","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","713433","","","","0"
"2020-05","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","696080","","","","0"
"2020-06","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","699935","","","","0"
"2020-07","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","712150","","","","0"
"2015-01","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","40204","","","","0"
"2015-02","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","39690","","","","0"
"2015-03","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","35618","","","","0"
"2015-04","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","38571","","","","0"
"2015-05","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","39384","","","","0"
"2015-06","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","27370","","","","0"
"2015-07","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","43660","","","","0"
"2015-08","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","37602","","","","0"
"2015-09","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","30898","","","","0"
"2015-10","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","38819","","","","0"
"2015-11","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","41272","","","","0"
"2015-12","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","33913","","","","0"
"2016-01","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","39885","","","","0"
"2016-02","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","37519","","","","0"
"2016-03","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","37825","","","","0"
"2016-04","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","39963","","","","0"
"2016-05","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","37646","","","","0"
"2016-06","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","29152","","","","0"
"2016-07","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","44577","","","","0"
"2016-08","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","38128","","","","0"
"2016-09","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","34744","","","","0"
"2016-10","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","38977","","","","0"
"2016-11","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","43632","","","","0"
"2016-12","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","39287","","","","0"
"2017-01","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","37206","","","","0"
"2017-02","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","38374","","","","0"
"2017-03","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","38701","","","","0"
"2017-04","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","38699","","","","0"
"2017-05","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","38412","","","","0"
"2017-06","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","35984","","","","0"
"2017-07","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","37344","","","","0"
"2017-08","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","39524","","","","0"
"2017-09","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","41093","","","","0"
"2017-10","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","36498","","","","0"
"2017-11","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","36202","","","","0"
"2017-12","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","37619","","","","0"
"2018-01","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","37128","","","","0"
"2018-02","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","39123","","","","0"
"2018-03","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","41644","","","","0"
"2018-04","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","38138","","","","0"
"2018-05","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","35662","","","","0"
"2018-06","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","40369","","","","0"
"2018-07","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","38717","","","","0"
"2018-08","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","39048","","","","0"
"2018-09","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","40701","","","","0"
"2018-10","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","39523","","","","0"
"2018-11","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","50393","E","","","0"
"2018-12","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","38913","","","","0"
"2019-01","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","38811","","","","0"
"2019-02","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","40419","","","","0"
"2019-03","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","42391","","","","0"
"2019-04","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","39709","","","","0"
"2019-05","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","38206","","","","0"
"2019-06","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","38013","","","","0"
"2019-07","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","40835","","","","0"
"2019-08","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","37566","","","","0"
"2019-09","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","37383","","","","0"
"2019-10","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","37740","","","","0"
"2019-11","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","38278","","","","0"
"2019-12","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","38531","","","","0"
"2020-01","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","37977","","","","0"
"2020-02","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","36048","","","","0"
"2020-03","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","33656","","","","0"
"2020-04","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","36090","","","","0"
"2020-05","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","39665","","","","0"
"2020-06","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","54032","","","","0"
"2020-07","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","52258","","","","0"
"2015-01","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","731027","","","","0"
"2015-02","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","738753","","","","0"
"2015-03","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","746811","","","","0"
"2015-04","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","742798","","","","0"
"2015-05","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","745512","","","","0"
"2015-06","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","749191","","","","0"
"2015-07","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","740187","","","","0"
"2015-08","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","749325","","","","0"
"2015-09","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","751534","","","","0"
"2015-10","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","746302","","","","0"
"2015-11","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","749605","","","","0"
"2015-12","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","749422","","","","0"
"2016-01","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","750195","","","","0"
"2016-02","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","747191","","","","0"
"2016-03","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","747856","","","","0"
"2016-04","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","746662","","","","0"
"2016-05","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","748433","","","","0"
"2016-06","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","751607","","","","0"
"2016-07","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","739082","","","","0"
"2016-08","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","746499","","","","0"
"2016-09","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","747777","","","","0"
"2016-10","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","744899","","","","0"
"2016-11","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","745714","","","","0"
"2016-12","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","746823","","","","0"
"2017-01","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","748015","","","","0"
"2017-02","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","752770","","","","0"
"2017-03","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","749142","","","","0"
"2017-04","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","748582","","","","0"
"2017-05","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","751791","","","","0"
"2017-06","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","753778","","","","0"
"2017-07","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","751126","","","","0"
"2017-08","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","751764","","","","0"
"2017-09","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","751820","","","","0"
"2017-10","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","755308","","","","0"
"2017-11","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","763196","","","","0"
"2017-12","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","755206","","","","0"
"2018-01","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","754700","","","","0"
"2018-02","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","756231","","","","0"
"2018-03","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","755566","","","","0"
"2018-04","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","757580","","","","0"
"2018-05","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","754949","","","","0"
"2018-06","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","753949","","","","0"
"2018-07","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","757622","","","","0"
"2018-08","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","754904","","","","0"
"2018-09","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","754615","","","","0"
"2018-10","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","757236","","","","0"
"2018-11","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","751848","","","","0"
"2018-12","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","756682","","","","0"
"2019-01","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","756610","","","","0"
"2019-02","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","756532","","","","0"
"2019-03","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","758304","","","","0"
"2019-04","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","758810","","","","0"
"2019-05","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","757863","","","","0"
"2019-06","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","758749","","","","0"
"2019-07","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","758683","","","","0"
"2019-08","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","763788","","","","0"
"2019-09","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","762641","","","","0"
"2019-10","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","762604","","","","0"
"2019-11","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","768723","","","","0"
"2019-12","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","762241","","","","0"
"2020-01","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","762704","","","","0"
"2020-02","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","762330","","","","0"
"2020-03","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","737679","E","","","0"
"2020-04","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","679516","E","","","0"
"2020-05","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","651829","","","","0"
"2020-06","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","642613","","","","0"
"2020-07","Canada","2016A000011124","Business sector industries [T004]","Continuing businesses","Number","223","units","0","v1203704158","1.1.3","659834","","","","0"
"2015-01","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","30945","","","","0"
"2015-02","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","35388","","","","0"
"2015-03","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","31864","","","","0"
"2015-04","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","36856","","","","0"
"2015-05","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","34321","","","","0"
"2015-06","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","36118","","","","0"
"2015-07","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","36552","","","","0"
"2015-08","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","35060","","","","0"
"2015-09","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","34651","","","","0"
"2015-10","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","36894","","","","0"
"2015-11","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","39970","","","","0"
