"REF_DATE","GEO","DGUID","Components of population growth","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2003/2004","Nova Scotia","2016A000212","Net non-permanent residents","Persons","249","units","0","v29768541","4.12","712","","","","0"
"2004/2005","Nova Scotia","2016A000212","Net non-permanent residents","Persons","249","units","0","v29768541","4.12","-119","","","","0"
"2005/2006","Nova Scotia","2016A000212","Net non-permanent residents","Persons","249","units","0","v29768541","4.12","627","","","","0"
"2006/2007","Nova Scotia","2016A000212","Net non-permanent residents","Persons","249","units","0","v29768541","4.12","-138","","","","0"
"2007/2008","Nova Scotia","2016A000212","Net non-permanent residents","Persons","249","units","0","v29768541","4.12","408","","","","0"
"2008/2009","Nova Scotia","2016A000212","Net non-permanent residents","Persons","249","units","0","v29768541","4.12","1273","","","","0"
"2009/2010","Nova Scotia","2016A000212","Net non-permanent residents","Persons","249","units","0","v29768541","4.12","1547","","","","0"
"2010/2011","Nova Scotia","2016A000212","Net non-permanent residents","Persons","249","units","0","v29768541","4.12","1309","","","","0"
"2011/2012","Nova Scotia","2016A000212","Net non-permanent residents","Persons","249","units","0","v29768541","4.12","1377","","","","0"
"2012/2013","Nova Scotia","2016A000212","Net non-permanent residents","Persons","249","units","0","v29768541","4.12","304","","","","0"
"2013/2014","Nova Scotia","2016A000212","Net non-permanent residents","Persons","249","units","0","v29768541","4.12","115","","","","0"
"2014/2015","Nova Scotia","2016A000212","Net non-permanent residents","Persons","249","units","0","v29768541","4.12","2300","","","","0"
"2015/2016","Nova Scotia","2016A000212","Net non-permanent residents","Persons","249","units","0","v29768541","4.12","1586","","","","0"
"2016/2017","Nova Scotia","2016A000212","Net non-permanent residents","Persons","249","units","0","v29768541","4.12","1690","","","","0"
"2017/2018","Nova Scotia","2016A000212","Net non-permanent residents","Persons","249","units","0","v29768541","4.12","2315","","","","0"
"2018/2019","Nova Scotia","2016A000212","Net non-permanent residents","Persons","249","units","0","v29768541","4.12","3968","","","","0"
"2019/2020","Nova Scotia","2016A000212","Net non-permanent residents","Persons","249","units","0","v29768541","4.12","1592","","","","0"
"2020/2021","Nova Scotia","2016A000212","Net non-permanent residents","Persons","249","units","0","v29768541","4.12","-1007","","","","0"
"2021/2022","Nova Scotia","2016A000212","Net non-permanent residents","Persons","249","units","0","v29768541","4.12","3245","","","","0"
"2022/2023","Nova Scotia","2016A000212","Net non-permanent residents","Persons","249","units","0","v29768541","4.12","16529","","","","0"
"2023/2024","Nova Scotia","2016A000212","Net non-permanent residents","Persons","249","units","0","v29768541","4.12","8745","","","","0"
"1971/1972","Nova Scotia","2016A000212","Net interprovincial migration","Persons","249","units","0","v391136","4.5","-586","","","","0"
"1972/1973","Nova Scotia","2016A000212","Net interprovincial migration","Persons","249","units","0","v391136","4.5","4851","","","","0"
"1973/1974","Nova Scotia","2016A000212","Net interprovincial migration","Persons","249","units","0","v391136","4.5","1014","","","","0"
"1974/1975","Nova Scotia","2016A000212","Net interprovincial migration","Persons","249","units","0","v391136","4.5","2422","","","","0"
"1975/1976","Nova Scotia","2016A000212","Net interprovincial migration","Persons","249","units","0","v391136","4.5","3639","","","","0"
"1976/1977","Nova Scotia","2016A000212","Net interprovincial migration","Persons","249","units","0","v391136","4.5","-799","","","","0"
"1977/1978","Nova Scotia","2016A000212","Net interprovincial migration","Persons","249","units","0","v391136","4.5","-416","","","","0"
"1978/1979","Nova Scotia","2016A000212","Net interprovincial migration","Persons","249","units","0","v391136","4.5","-357","","","","0"
"1979/1980","Nova Scotia","2016A000212","Net interprovincial migration","Persons","249","units","0","v391136","4.5","-2732","","","","0"
"1980/1981","Nova Scotia","2016A000212","Net interprovincial migration","Persons","249","units","0","v391136","4.5","-2836","","","","0"
"1981/1982","Nova Scotia","2016A000212","Net interprovincial migration","Persons","249","units","0","v391136","4.5","-1936","","","","0"
"1982/1983","Nova Scotia","2016A000212","Net interprovincial migration","Persons","249","units","0","v391136","4.5","3791","","","","0"
"1983/1984","Nova Scotia","2016A000212","Net interprovincial migration","Persons","249","units","0","v391136","4.5","3804","","","","0"
"1984/1985","Nova Scotia","2016A000212","Net interprovincial migration","Persons","249","units","0","v391136","4.5","2557","","","","0"
"1985/1986","Nova Scotia","2016A000212","Net interprovincial migration","Persons","249","units","0","v391136","4.5","-1321","","","","0"
"1986/1987","Nova Scotia","2016A000212","Net interprovincial migration","Persons","249","units","0","v391136","4.5","-941","","","","0"
"1987/1988","Nova Scotia","2016A000212","Net interprovincial migration","Persons","249","units","0","v391136","4.5","-1788","","","","0"
"1988/1989","Nova Scotia","2016A000212","Net interprovincial migration","Persons","249","units","0","v391136","4.5","537","","","","0"
"1989/1990","Nova Scotia","2016A000212","Net interprovincial migration","Persons","249","units","0","v391136","4.5","595","","","","0"
"1990/1991","Nova Scotia","2016A000212","Net interprovincial migration","Persons","249","units","0","v391136","4.5","-162","","","","0"
"1991/1992","Nova Scotia","2016A000212","Net interprovincial migration","Persons","249","units","0","v391136","4.5","306","","","","0"
"1992/1993","Nova Scotia","2016A000212","Net interprovincial migration","Persons","249","units","0","v391136","4.5","96","","","","0"
"1993/1994","Nova Scotia","2016A000212","Net interprovincial migration","Persons","249","units","0","v391136","4.5","-1887","","","","0"
"1994/1995","Nova Scotia","2016A000212","Net interprovincial migration","Persons","249","units","0","v391136","4.5","-2741","","","","0"
"1995/1996","Nova Scotia","2016A000212","Net interprovincial migration","Persons","249","units","0","v391136","4.5","-1245","","","","0"
"1996/1997","Nova Scotia","2016A000212","Net interprovincial migration","Persons","249","units","0","v391136","4.5","-1648","","","","0"
"1997/1998","Nova Scotia","2016A000212","Net interprovincial migration","Persons","249","units","0","v391136","4.5","-2569","","","","0"
"1998/1999","Nova Scotia","2016A000212","Net interprovincial migration","Persons","249","units","0","v391136","4.5","201","","","","0"
"1999/2000","Nova Scotia","2016A000212","Net interprovincial migration","Persons","249","units","0","v391136","4.5","-270","","","","0"
"2000/2001","Nova Scotia","2016A000212","Net interprovincial migration","Persons","249","units","0","v391136","4.5","-2077","","","","0"
"2001/2002","Nova Scotia","2016A000212","Net interprovincial migration","Persons","249","units","0","v391136","4.5","-898","","","","0"
"2002/2003","Nova Scotia","2016A000212","Net interprovincial migration","Persons","249","units","0","v391136","4.5","510","","","","0"
"2003/2004","Nova Scotia","2016A000212","Net interprovincial migration","Persons","249","units","0","v391136","4.5","-772","","","","0"
"2004/2005","Nova Scotia","2016A000212","Net interprovincial migration","Persons","249","units","0","v391136","4.5","-3041","","","","0"
"2005/2006","Nova Scotia","2016A000212","Net interprovincial migration","Persons","249","units","0","v391136","4.5","-3024","","","","0"
"2006/2007","Nova Scotia","2016A000212","Net interprovincial migration","Persons","249","units","0","v391136","4.5","-4126","","","","0"
"2007/2008","Nova Scotia","2016A000212","Net interprovincial migration","Persons","249","units","0","v391136","4.5","-1794","","","","0"
"2008/2009","Nova Scotia","2016A000212","Net interprovincial migration","Persons","249","units","0","v391136","4.5","-751","","","","0"
"2009/2010","Nova Scotia","2016A000212","Net interprovincial migration","Persons","249","units","0","v391136","4.5","612","","","","0"
"2010/2011","Nova Scotia","2016A000212","Net interprovincial migration","Persons","249","units","0","v391136","4.5","-41","","","","0"
"2011/2012","Nova Scotia","2016A000212","Net interprovincial migration","Persons","249","units","0","v391136","4.5","-2866","","","","0"
"2012/2013","Nova Scotia","2016A000212","Net interprovincial migration","Persons","249","units","0","v391136","4.5","-3517","","","","0"
"2013/2014","Nova Scotia","2016A000212","Net interprovincial migration","Persons","249","units","0","v391136","4.5","-2571","","","","0"
"2014/2015","Nova Scotia","2016A000212","Net interprovincial migration","Persons","249","units","0","v391136","4.5","-2311","","","","0"
"2015/2016","Nova Scotia","2016A000212","Net interprovincial migration","Persons","249","units","0","v391136","4.5","754","","","","0"
"2016/2017","Nova Scotia","2016A000212","Net interprovincial migration","Persons","249","units","0","v391136","4.5","2839","","","","0"
"2017/2018","Nova Scotia","2016A000212","Net interprovincial migration","Persons","249","units","0","v391136","4.5","3048","","","","0"
"2018/2019","Nova Scotia","2016A000212","Net interprovincial migration","Persons","249","units","0","v391136","4.5","3632","","","","0"
"2019/2020","Nova Scotia","2016A000212","Net interprovincial migration","Persons","249","units","0","v391136","4.5","5567","","","","0"
"2020/2021","Nova Scotia","2016A000212","Net interprovincial migration","Persons","249","units","0","v391136","4.5","8900","","","","0"
"2021/2022","Nova Scotia","2016A000212","Net interprovincial migration","Persons","249","units","0","v391136","4.5","11701","","","","0"
"2022/2023","Nova Scotia","2016A000212","Net interprovincial migration","Persons","249","units","0","v391136","4.5","6989","","","","0"
"2023/2024","Nova Scotia","2016A000212","Net interprovincial migration","Persons","249","units","0","v391136","4.5","2252","","","","0"
"1971/1972","New Brunswick","2016A000213","Births","Persons","249","units","0","v391078","5.1","12047","","","","0"
"1972/1973","New Brunswick","2016A000213","Births","Persons","249","units","0","v391078","5.1","11625","","","","0"
"1973/1974","New Brunswick","2016A000213","Births","Persons","249","units","0","v391078","5.1","11218","","","","0"
"1974/1975","New Brunswick","2016A000213","Births","Persons","249","units","0","v391078","5.1","11787","","","","0"
"1975/1976","New Brunswick","2016A000213","Births","Persons","249","units","0","v391078","5.1","11847","","","","0"
"1976/1977","New Brunswick","2016A000213","Births","Persons","249","units","0","v391078","5.1","11675","","","","0"
"1977/1978","New Brunswick","2016A000213","Births","Persons","249","units","0","v391078","5.1","11082","","","","0"
"1978/1979","New Brunswick","2016A000213","Births","Persons","249","units","0","v391078","5.1","10733","","","","0"
"1979/1980","New Brunswick","2016A000213","Births","Persons","249","units","0","v391078","5.1","10806","","","","0"
"1980/1981","New Brunswick","2016A000213","Births","Persons","249","units","0","v391078","5.1","10603","","","","0"
"1981/1982","New Brunswick","2016A000213","Births","Persons","249","units","0","v391078","5.1","10400","","","","0"
"1982/1983","New Brunswick","2016A000213","Births","Persons","249","units","0","v391078","5.1","10620","","","","0"
"1983/1984","New Brunswick","2016A000213","Births","Persons","249","units","0","v391078","5.1","10424","","","","0"
"1984/1985","New Brunswick","2016A000213","Births","Persons","249","units","0","v391078","5.1","10162","","","","0"
"1985/1986","New Brunswick","2016A000213","Births","Persons","249","units","0","v391078","5.1","10104","","","","0"
"1986/1987","New Brunswick","2016A000213","Births","Persons","249","units","0","v391078","5.1","9623","","","","0"
"1987/1988","New Brunswick","2016A000213","Births","Persons","249","units","0","v391078","5.1","9493","","","","0"
"1988/1989","New Brunswick","2016A000213","Births","Persons","249","units","0","v391078","5.1","9600","","","","0"
"1989/1990","New Brunswick","2016A000213","Births","Persons","249","units","0","v391078","5.1","9908","","","","0"
"1990/1991","New Brunswick","2016A000213","Births","Persons","249","units","0","v391078","5.1","9654","","","","0"
"1991/1992","New Brunswick","2016A000213","Births","Persons","249","units","0","v391078","5.1","9429","","","","0"
"1992/1993","New Brunswick","2016A000213","Births","Persons","249","units","0","v391078","5.1","9333","","","","0"
"1993/1994","New Brunswick","2016A000213","Births","Persons","249","units","0","v391078","5.1","8961","","","","0"
"1994/1995","New Brunswick","2016A000213","Births","Persons","249","units","0","v391078","5.1","8729","","","","0"
"1995/1996","New Brunswick","2016A000213","Births","Persons","249","units","0","v391078","5.1","8338","","","","0"
"1996/1997","New Brunswick","2016A000213","Births","Persons","249","units","0","v391078","5.1","8072","","","","0"
"1997/1998","New Brunswick","2016A000213","Births","Persons","249","units","0","v391078","5.1","7952","","","","0"
"1998/1999","New Brunswick","2016A000213","Births","Persons","249","units","0","v391078","5.1","7674","","","","0"
"1999/2000","New Brunswick","2016A000213","Births","Persons","249","units","0","v391078","5.1","7651","","","","0"
"2000/2001","New Brunswick","2016A000213","Births","Persons","249","units","0","v391078","5.1","7203","","","","0"
"2001/2002","New Brunswick","2016A000213","Births","Persons","249","units","0","v391078","5.1","6971","","","","0"
"2002/2003","New Brunswick","2016A000213","Births","Persons","249","units","0","v391078","5.1","7104","","","","0"
"2003/2004","New Brunswick","2016A000213","Births","Persons","249","units","0","v391078","5.1","7075","","","","0"
"2004/2005","New Brunswick","2016A000213","Births","Persons","249","units","0","v391078","5.1","6877","","","","0"
"2005/2006","New Brunswick","2016A000213","Births","Persons","249","units","0","v391078","5.1","6872","","","","0"
"2006/2007","New Brunswick","2016A000213","Births","Persons","249","units","0","v391078","5.1","7127","","","","0"
"2007/2008","New Brunswick","2016A000213","Births","Persons","249","units","0","v391078","5.1","7275","","","","0"
"2008/2009","New Brunswick","2016A000213","Births","Persons","249","units","0","v391078","5.1","7444","","","","0"
"2009/2010","New Brunswick","2016A000213","Births","Persons","249","units","0","v391078","5.1","7394","","","","0"
"2010/2011","New Brunswick","2016A000213","Births","Persons","249","units","0","v391078","5.1","7140","","","","0"
"2011/2012","New Brunswick","2016A000213","Births","Persons","249","units","0","v391078","5.1","7250","","","","0"
"2012/2013","New Brunswick","2016A000213","Births","Persons","249","units","0","v391078","5.1","6927","","","","0"
"2013/2014","New Brunswick","2016A000213","Births","Persons","249","units","0","v391078","5.1","7045","","","","0"
"2014/2015","New Brunswick","2016A000213","Births","Persons","249","units","0","v391078","5.1","6693","","","","0"
"2015/2016","New Brunswick","2016A000213","Births","Persons","249","units","0","v391078","5.1","6647","","","","0"
"2016/2017","New Brunswick","2016A000213","Births","Persons","249","units","0","v391078","5.1","6593","","","","0"
"2017/2018","New Brunswick","2016A000213","Births","Persons","249","units","0","v391078","5.1","6426","","","","0"
"2018/2019","New Brunswick","2016A000213","Births","Persons","249","units","0","v391078","5.1","6369","","","","0"
"2019/2020","New Brunswick","2016A000213","Births","Persons","249","units","0","v391078","5.1","6228","","","","0"
"2020/2021","New Brunswick","2016A000213","Births","Persons","249","units","0","v391078","5.1","6281","","","","0"
"2021/2022","New Brunswick","2016A000213","Births","Persons","249","units","0","v391078","5.1","6375","","","","0"
"2022/2023","New Brunswick","2016A000213","Births","Persons","249","units","0","v391078","5.1","6140","","","","0"
"2023/2024","New Brunswick","2016A000213","Births","Persons","249","units","0","v391078","5.1","6215","","","","0"
"1971/1972","New Brunswick","2016A000213","Deaths","Persons","249","units","0","v391093","5.2","5000","","","","0"
"1972/1973","New Brunswick","2016A000213","Deaths","Persons","249","units","0","v391093","5.2","5023","","","","0"
"1973/1974","New Brunswick","2016A000213","Deaths","Persons","249","units","0","v391093","5.2","5145","","","","0"
"1974/1975","New Brunswick","2016A000213","Deaths","Persons","249","units","0","v391093","5.2","5166","","","","0"
"1975/1976","New Brunswick","2016A000213","Deaths","Persons","249","units","0","v391093","5.2","5223","","","","0"
"1976/1977","New Brunswick","2016A000213","Deaths","Persons","249","units","0","v391093","5.2","5160","","","","0"
"1977/1978","New Brunswick","2016A000213","Deaths","Persons","249","units","0","v391093","5.2","5189","","","","0"
"1978/1979","New Brunswick","2016A000213","Deaths","Persons","249","units","0","v391093","5.2","5117","","","","0"
"1979/1980","New Brunswick","2016A000213","Deaths","Persons","249","units","0","v391093","5.2","5279","","","","0"
"1980/1981","New Brunswick","2016A000213","Deaths","Persons","249","units","0","v391093","5.2","5141","","","","0"
"1981/1982","New Brunswick","2016A000213","Deaths","Persons","249","units","0","v391093","5.2","5151","","","","0"
"1982/1983","New Brunswick","2016A000213","Deaths","Persons","249","units","0","v391093","5.2","5356","","","","0"
"1983/1984","New Brunswick","2016A000213","Deaths","Persons","249","units","0","v391093","5.2","5169","","","","0"
"1984/1985","New Brunswick","2016A000213","Deaths","Persons","249","units","0","v391093","5.2","5288","","","","0"
"1985/1986","New Brunswick","2016A000213","Deaths","Persons","249","units","0","v391093","5.2","5394","","","","0"
"1986/1987","New Brunswick","2016A000213","Deaths","Persons","249","units","0","v391093","5.2","5342","","","","0"
"1987/1988","New Brunswick","2016A000213","Deaths","Persons","249","units","0","v391093","5.2","5472","","","","0"
"1988/1989","New Brunswick","2016A000213","Deaths","Persons","249","units","0","v391093","5.2","5466","","","","0"
"1989/1990","New Brunswick","2016A000213","Deaths","Persons","249","units","0","v391093","5.2","5553","","","","0"
"1990/1991","New Brunswick","2016A000213","Deaths","Persons","249","units","0","v391093","5.2","5354","","","","0"
"1991/1992","New Brunswick","2016A000213","Deaths","Persons","249","units","0","v391093","5.2","5499","","","","0"
"1992/1993","New Brunswick","2016A000213","Deaths","Persons","249","units","0","v391093","5.2","5802","","","","0"
"1993/1994","New Brunswick","2016A000213","Deaths","Persons","249","units","0","v391093","5.2","5873","","","","0"
"1994/1995","New Brunswick","2016A000213","Deaths","Persons","249","units","0","v391093","5.2","5899","","","","0"
"1995/1996","New Brunswick","2016A000213","Deaths","Persons","249","units","0","v391093","5.2","5866","","","","0"
"1996/1997","New Brunswick","2016A000213","Deaths","Persons","249","units","0","v391093","5.2","6081","","","","0"
"1997/1998","New Brunswick","2016A000213","Deaths","Persons","249","units","0","v391093","5.2","6132","","","","0"
"1998/1999","New Brunswick","2016A000213","Deaths","Persons","249","units","0","v391093","5.2","6133","","","","0"
"1999/2000","New Brunswick","2016A000213","Deaths","Persons","249","units","0","v391093","5.2","6085","","","","0"
"2000/2001","New Brunswick","2016A000213","Deaths","Persons","249","units","0","v391093","5.2","5975","","","","0"
"2001/2002","New Brunswick","2016A000213","Deaths","Persons","249","units","0","v391093","5.2","6067","","","","0"
"2002/2003","New Brunswick","2016A000213","Deaths","Persons","249","units","0","v391093","5.2","6182","","","","0"
"2003/2004","New Brunswick","2016A000213","Deaths","Persons","249","units","0","v391093","5.2","6377","","","","0"
"2004/2005","New Brunswick","2016A000213","Deaths","Persons","249","units","0","v391093","5.2","6197","","","","0"
"2005/2006","New Brunswick","2016A000213","Deaths","Persons","249","units","0","v391093","5.2","5996","","","","0"
"2006/2007","New Brunswick","2016A000213","Deaths","Persons","249","units","0","v391093","5.2","6200","","","","0"
"2007/2008","New Brunswick","2016A000213","Deaths","Persons","249","units","0","v391093","5.2","6466","","","","0"
"2008/2009","New Brunswick","2016A000213","Deaths","Persons","249","units","0","v391093","5.2","6353","","","","0"
"2009/2010","New Brunswick","2016A000213","Deaths","Persons","249","units","0","v391093","5.2","6314","","","","0"
"2010/2011","New Brunswick","2016A000213","Deaths","Persons","249","units","0","v391093","5.2","6468","","","","0"
"2011/2012","New Brunswick","2016A000213","Deaths","Persons","249","units","0","v391093","5.2","6360","","","","0"
"2012/2013","New Brunswick","2016A000213","Deaths","Persons","249","units","0","v391093","5.2","6529","","","","0"
"2013/2014","New Brunswick","2016A000213","Deaths","Persons","249","units","0","v391093","5.2","6634","","","","0"
"2014/2015","New Brunswick","2016A000213","Deaths","Persons","249","units","0","v391093","5.2","7401","","","","0"
"2015/2016","New Brunswick","2016A000213","Deaths","Persons","249","units","0","v391093","5.2","6977","","","","0"
"2016/2017","New Brunswick","2016A000213","Deaths","Persons","249","units","0","v391093","5.2","7398","","","","0"
"2017/2018","New Brunswick","2016A000213","Deaths","Persons","249","units","0","v391093","5.2","7615","","","","0"
"2018/2019","New Brunswick","2016A000213","Deaths","Persons","249","units","0","v391093","5.2","7635","","","","0"
"2019/2020","New Brunswick","2016A000213","Deaths","Persons","249","units","0","v391093","5.2","7586","","","","0"
"2020/2021","New Brunswick","2016A000213","Deaths","Persons","249","units","0","v391093","5.2","7633","","","","0"
"2021/2022","New Brunswick","2016A000213","Deaths","Persons","249","units","0","v391093","5.2","8761","","","","0"
"2022/2023","New Brunswick","2016A000213","Deaths","Persons","249","units","0","v391093","5.2","9305","","","","0"
"2023/2024","New Brunswick","2016A000213","Deaths","Persons","249","units","0","v391093","5.2","9577","","","","0"
"1971/1972","New Brunswick","2016A000213","Immigrants","Persons","249","units","0","v391108","5.3","1081","","","","0"
"1972/1973","New Brunswick","2016A000213","Immigrants","Persons","249","units","0","v391108","5.3","1428","","","","0"
"1973/1974","New Brunswick","2016A000213","Immigrants","Persons","249","units","0","v391108","5.3","2279","","","","0"
"1974/1975","New Brunswick","2016A000213","Immigrants","Persons","249","units","0","v391108","5.3","1998","","","","0"
"1975/1976","New Brunswick","2016A000213","Immigrants","Persons","249","units","0","v391108","5.3","2241","","","","0"
"1976/1977","New Brunswick","2016A000213","Immigrants","Persons","249","units","0","v391108","5.3","1425","","","","0"
"1977/1978","New Brunswick","2016A000213","Immigrants","Persons","249","units","0","v391108","5.3","751","","","","0"
"1978/1979","New Brunswick","2016A000213","Immigrants","Persons","249","units","0","v391108","5.3","689","","","","0"
"1979/1980","New Brunswick","2016A000213","Immigrants","Persons","249","units","0","v391108","5.3","1530","","","","0"
"1980/1981","New Brunswick","2016A000213","Immigrants","Persons","249","units","0","v391108","5.3","963","","","","0"
"1981/1982","New Brunswick","2016A000213","Immigrants","Persons","249","units","0","v391108","5.3","883","","","","0"
"1982/1983","New Brunswick","2016A000213","Immigrants","Persons","249","units","0","v391108","5.3","662","","","","0"
"1983/1984","New Brunswick","2016A000213","Immigrants","Persons","249","units","0","v391108","5.3","558","","","","0"
"1984/1985","New Brunswick","2016A000213","Immigrants","Persons","249","units","0","v391108","5.3","596","","","","0"
"1985/1986","New Brunswick","2016A000213","Immigrants","Persons","249","units","0","v391108","5.3","625","","","","0"
"1986/1987","New Brunswick","2016A000213","Immigrants","Persons","249","units","0","v391108","5.3","678","","","","0"
"1987/1988","New Brunswick","2016A000213","Immigrants","Persons","249","units","0","v391108","5.3","580","","","","0"
"1988/1989","New Brunswick","2016A000213","Immigrants","Persons","249","units","0","v391108","5.3","732","","","","0"
"1989/1990","New Brunswick","2016A000213","Immigrants","Persons","249","units","0","v391108","5.3","954","","","","0"
"1990/1991","New Brunswick","2016A000213","Immigrants","Persons","249","units","0","v391108","5.3","738","","","","0"
"1991/1992","New Brunswick","2016A000213","Immigrants","Persons","249","units","0","v391108","5.3","804","","","","0"
"1992/1993","New Brunswick","2016A000213","Immigrants","Persons","249","units","0","v391108","5.3","748","","","","0"
"1993/1994","New Brunswick","2016A000213","Immigrants","Persons","249","units","0","v391108","5.3","589","","","","0"
"1994/1995","New Brunswick","2016A000213","Immigrants","Persons","249","units","0","v391108","5.3","676","","","","0"
"1995/1996","New Brunswick","2016A000213","Immigrants","Persons","249","units","0","v391108","5.3","646","","","","0"
"1996/1997","New Brunswick","2016A000213","Immigrants","Persons","249","units","0","v391108","5.3","673","","","","0"
"1997/1998","New Brunswick","2016A000213","Immigrants","Persons","249","units","0","v391108","5.3","717","","","","0"
"1998/1999","New Brunswick","2016A000213","Immigrants","Persons","249","units","0","v391108","5.3","752","","","","0"
"1999/2000","New Brunswick","2016A000213","Immigrants","Persons","249","units","0","v391108","5.3","609","","","","0"
"2000/2001","New Brunswick","2016A000213","Immigrants","Persons","249","units","0","v391108","5.3","874","","","","0"
"2001/2002","New Brunswick","2016A000213","Immigrants","Persons","249","units","0","v391108","5.3","765","","","","0"
"2002/2003","New Brunswick","2016A000213","Immigrants","Persons","249","units","0","v391108","5.3","645","","","","0"
"2003/2004","New Brunswick","2016A000213","Immigrants","Persons","249","units","0","v391108","5.3","761","","","","0"
"2004/2005","New Brunswick","2016A000213","Immigrants","Persons","249","units","0","v391108","5.3","865","","","","0"
"2005/2006","New Brunswick","2016A000213","Immigrants","Persons","249","units","0","v391108","5.3","1386","","","","0"
"2006/2007","New Brunswick","2016A000213","Immigrants","Persons","249","units","0","v391108","5.3","1616","","","","0"
"2007/2008","New Brunswick","2016A000213","Immigrants","Persons","249","units","0","v391108","5.3","1797","","","","0"
"2008/2009","New Brunswick","2016A000213","Immigrants","Persons","249","units","0","v391108","5.3","1919","","","","0"
"2009/2010","New Brunswick","2016A000213","Immigrants","Persons","249","units","0","v391108","5.3","1928","","","","0"
"2010/2011","New Brunswick","2016A000213","Immigrants","Persons","249","units","0","v391108","5.3","1986","","","","0"
"2011/2012","New Brunswick","2016A000213","Immigrants","Persons","249","units","0","v391108","5.3","2254","","","","0"
"2012/2013","New Brunswick","2016A000213","Immigrants","Persons","249","units","0","v391108","5.3","2019","","","","0"
"2013/2014","New Brunswick","2016A000213","Immigrants","Persons","249","units","0","v391108","5.3","2300","","","","0"
"2014/2015","New Brunswick","2016A000213","Immigrants","Persons","249","units","0","v391108","5.3","2797","","","","0"
"2015/2016","New Brunswick","2016A000213","Immigrants","Persons","249","units","0","v391108","5.3","4500","","","","0"
"2016/2017","New Brunswick","2016A000213","Immigrants","Persons","249","units","0","v391108","5.3","3459","","","","0"
"2017/2018","New Brunswick","2016A000213","Immigrants","Persons","249","units","0","v391108","5.3","4116","","","","0"
"2018/2019","New Brunswick","2016A000213","Immigrants","Persons","249","units","0","v391108","5.3","5076","","","","0"
"2019/2020","New Brunswick","2016A000213","Immigrants","Persons","249","units","0","v391108","5.3","4910","","","","0"
"2020/2021","New Brunswick","2016A000213","Immigrants","Persons","249","units","0","v391108","5.3","2688","","","","0"
"2021/2022","New Brunswick","2016A000213","Immigrants","Persons","249","units","0","v391108","5.3","8410","","","","0"
"2022/2023","New Brunswick","2016A000213","Immigrants","Persons","249","units","0","v391108","5.3","11021","","","","0"
"2023/2024","New Brunswick","2016A000213","Immigrants","Persons","249","units","0","v391108","5.3","14988","","","","0"
"1971/1972","New Brunswick","2016A000213","Net emigration","Persons","249","units","0","v1566834747","5.13","436","","","","0"
"1972/1973","New Brunswick","2016A000213","Net emigration","Persons","249","units","0","v1566834747","5.13","459","","","","0"
"1973/1974","New Brunswick","2016A000213","Net emigration","Persons","249","units","0","v1566834747","5.13","775","","","","0"
"1974/1975","New Brunswick","2016A000213","Net emigration","Persons","249","units","0","v1566834747","5.13","674","","","","0"
"1975/1976","New Brunswick","2016A000213","Net emigration","Persons","249","units","0","v1566834747","5.13","508","","","","0"
"1976/1977","New Brunswick","2016A000213","Net emigration","Persons","249","units","0","v1566834747","5.13","419","","","","0"
"1977/1978","New Brunswick","2016A000213","Net emigration","Persons","249","units","0","v1566834747","5.13","523","","","","0"
"1978/1979","New Brunswick","2016A000213","Net emigration","Persons","249","units","0","v1566834747","5.13","508","","","","0"
"1979/1980","New Brunswick","2016A000213","Net emigration","Persons","249","units","0","v1566834747","5.13","331","","","","0"
"1980/1981","New Brunswick","2016A000213","Net emigration","Persons","249","units","0","v1566834747","5.13","300","","","","0"
"1981/1982","New Brunswick","2016A000213","Net emigration","Persons","249","units","0","v1566834747","5.13","723","","","","0"
"1982/1983","New Brunswick","2016A000213","Net emigration","Persons","249","units","0","v1566834747","5.13","531","","","","0"
"1983/1984","New Brunswick","2016A000213","Net emigration","Persons","249","units","0","v1566834747","5.13","461","","","","0"
"1984/1985","New Brunswick","2016A000213","Net emigration","Persons","249","units","0","v1566834747","5.13","391","","","","0"
"1985/1986","New Brunswick","2016A000213","Net emigration","Persons","249","units","0","v1566834747","5.13","503","","","","0"
"1986/1987","New Brunswick","2016A000213","Net emigration","Persons","249","units","0","v1566834747","5.13","591","","","","0"
"1987/1988","New Brunswick","2016A000213","Net emigration","Persons","249","units","0","v1566834747","5.13","579","","","","0"
"1988/1989","New Brunswick","2016A000213","Net emigration","Persons","249","units","0","v1566834747","5.13","588","","","","0"
"1989/1990","New Brunswick","2016A000213","Net emigration","Persons","249","units","0","v1566834747","5.13","590","","","","0"
"1990/1991","New Brunswick","2016A000213","Net emigration","Persons","249","units","0","v1566834747","5.13","596","","","","0"
"1991/1992","New Brunswick","2016A000213","Net emigration","Persons","249","units","0","v1566834747","5.13","771","","","","0"
"1992/1993","New Brunswick","2016A000213","Net emigration","Persons","249","units","0","v1566834747","5.13","793","","","","0"
"1993/1994","New Brunswick","2016A000213","Net emigration","Persons","249","units","0","v1566834747","5.13","472","","","","0"
"1994/1995","New Brunswick","2016A000213","Net emigration","Persons","249","units","0","v1566834747","5.13","557","","","","0"
"1995/1996","New Brunswick","2016A000213","Net emigration","Persons","249","units","0","v1566834747","5.13","305","","","","0"
