"REF_DATE","GEO","DGUID","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2004","Hamilton, Ontario [35537]","2021A003535537","Violent crime severity index","Index","160","units","0","v44312577","20.3","81.37","","","","2"
"2005","Hamilton, Ontario [35537]","2021A003535537","Violent crime severity index","Index","160","units","0","v44312577","20.3","88.90","","","","2"
"2006","Hamilton, Ontario [35537]","2021A003535537","Violent crime severity index","Index","160","units","0","v44312577","20.3","92.16","","","","2"
"2007","Hamilton, Ontario [35537]","2021A003535537","Violent crime severity index","Index","160","units","0","v44312577","20.3","98.57","","","","2"
"2008","Hamilton, Ontario [35537]","2021A003535537","Violent crime severity index","Index","160","units","0","v44312577","20.3","88.72","","","","2"
"2009","Hamilton, Ontario [35537]","2021A003535537","Violent crime severity index","Index","160","units","0","v44312577","20.3","85.79","","","","2"
"2010","Hamilton, Ontario [35537]","2021A003535537","Violent crime severity index","Index","160","units","0","v44312577","20.3","81.18","","","","2"
"2011","Hamilton, Ontario [35537]","2021A003535537","Violent crime severity index","Index","160","units","0","v44312577","20.3","74.89","","","","2"
"2012","Hamilton, Ontario [35537]","2021A003535537","Violent crime severity index","Index","160","units","0","v44312577","20.3","62.87","","","","2"
"2013","Hamilton, Ontario [35537]","2021A003535537","Violent crime severity index","Index","160","units","0","v44312577","20.3","60.49","","","","2"
"2014","Hamilton, Ontario [35537]","2021A003535537","Violent crime severity index","Index","160","units","0","v44312577","20.3","56.37","","","","2"
"2015","Hamilton, Ontario [35537]","2021A003535537","Violent crime severity index","Index","160","units","0","v44312577","20.3","55.70","","","","2"
"2016","Hamilton, Ontario [35537]","2021A003535537","Violent crime severity index","Index","160","units","0","v44312577","20.3","67.60","","","","2"
"2017","Hamilton, Ontario [35537]","2021A003535537","Violent crime severity index","Index","160","units","0","v44312577","20.3","76.68","","","","2"
"2018","Hamilton, Ontario [35537]","2021A003535537","Violent crime severity index","Index","160","units","0","v44312577","20.3","67.61","","","","2"
"2019","Hamilton, Ontario [35537]","2021A003535537","Violent crime severity index","Index","160","units","0","v44312577","20.3","73.42","","","","2"
"2020","Hamilton, Ontario [35537]","2021A003535537","Violent crime severity index","Index","160","units","0","v44312577","20.3","76.35","","","","2"
"2021","Hamilton, Ontario [35537]","2021A003535537","Violent crime severity index","Index","160","units","0","v44312577","20.3","75.29","","","","2"
"2022","Hamilton, Ontario [35537]","2021A003535537","Violent crime severity index","Index","160","units","0","v44312577","20.3","71.54","","","","2"
"2023","Hamilton, Ontario [35537]","2021A003535537","Violent crime severity index","Index","160","units","0","v44312577","20.3","74.22","","","","2"
"2024","Hamilton, Ontario [35537]","2021A003535537","Violent crime severity index","Index","160","units","0","v44312577","20.3","72.31","","","","2"
"1998","Hamilton, Ontario [35537]","2021A003535537","Non-violent crime severity index","Index","160","units","0","v44312579","20.5","109.21","","","","2"
"1999","Hamilton, Ontario [35537]","2021A003535537","Non-violent crime severity index","Index","160","units","0","v44312579","20.5","105.33","","","","2"
"2000","Hamilton, Ontario [35537]","2021A003535537","Non-violent crime severity index","Index","160","units","0","v44312579","20.5","97.53","","","","2"
"2001","Hamilton, Ontario [35537]","2021A003535537","Non-violent crime severity index","Index","160","units","0","v44312579","20.5","105.95","","","","2"
"2002","Hamilton, Ontario [35537]","2021A003535537","Non-violent crime severity index","Index","160","units","0","v44312579","20.5","98.59","","","","2"
"2003","Hamilton, Ontario [35537]","2021A003535537","Non-violent crime severity index","Index","160","units","0","v44312579","20.5","96.52","","","","2"
"2004","Hamilton, Ontario [35537]","2021A003535537","Non-violent crime severity index","Index","160","units","0","v44312579","20.5","81.99","","","","2"
"2005","Hamilton, Ontario [35537]","2021A003535537","Non-violent crime severity index","Index","160","units","0","v44312579","20.5","82.22","","","","2"
"2006","Hamilton, Ontario [35537]","2021A003535537","Non-violent crime severity index","Index","160","units","0","v44312579","20.5","81.62","","","","2"
"2007","Hamilton, Ontario [35537]","2021A003535537","Non-violent crime severity index","Index","160","units","0","v44312579","20.5","79.22","","","","2"
"2008","Hamilton, Ontario [35537]","2021A003535537","Non-violent crime severity index","Index","160","units","0","v44312579","20.5","73.53","","","","2"
"2009","Hamilton, Ontario [35537]","2021A003535537","Non-violent crime severity index","Index","160","units","0","v44312579","20.5","70.39","","","","2"
"2010","Hamilton, Ontario [35537]","2021A003535537","Non-violent crime severity index","Index","160","units","0","v44312579","20.5","67.82","","","","2"
"2011","Hamilton, Ontario [35537]","2021A003535537","Non-violent crime severity index","Index","160","units","0","v44312579","20.5","61.14","","","","2"
"2012","Hamilton, Ontario [35537]","2021A003535537","Non-violent crime severity index","Index","160","units","0","v44312579","20.5","60.35","","","","2"
"2013","Hamilton, Ontario [35537]","2021A003535537","Non-violent crime severity index","Index","160","units","0","v44312579","20.5","53.61","","","","2"
"2014","Hamilton, Ontario [35537]","2021A003535537","Non-violent crime severity index","Index","160","units","0","v44312579","20.5","49.58","","","","2"
"2015","Hamilton, Ontario [35537]","2021A003535537","Non-violent crime severity index","Index","160","units","0","v44312579","20.5","49.71","","","","2"
"2016","Hamilton, Ontario [35537]","2021A003535537","Non-violent crime severity index","Index","160","units","0","v44312579","20.5","50.34","","","","2"
"2017","Hamilton, Ontario [35537]","2021A003535537","Non-violent crime severity index","Index","160","units","0","v44312579","20.5","53.87","","","","2"
"2018","Hamilton, Ontario [35537]","2021A003535537","Non-violent crime severity index","Index","160","units","0","v44312579","20.5","54.95","","","","2"
"2019","Hamilton, Ontario [35537]","2021A003535537","Non-violent crime severity index","Index","160","units","0","v44312579","20.5","54.63","","","","2"
"2020","Hamilton, Ontario [35537]","2021A003535537","Non-violent crime severity index","Index","160","units","0","v44312579","20.5","47.63","","","","2"
"2021","Hamilton, Ontario [35537]","2021A003535537","Non-violent crime severity index","Index","160","units","0","v44312579","20.5","49.89","","","","2"
"2022","Hamilton, Ontario [35537]","2021A003535537","Non-violent crime severity index","Index","160","units","0","v44312579","20.5","51.07","","","","2"
"2023","Hamilton, Ontario [35537]","2021A003535537","Non-violent crime severity index","Index","160","units","0","v44312579","20.5","54.62","","","","2"
"2024","Hamilton, Ontario [35537]","2021A003535537","Non-violent crime severity index","Index","160","units","0","v44312579","20.5","53.16","","","","2"
"1998","Hamilton, Ontario [35537]","2021A003535537","Youth crime severity index","Index","160","units","0","v53079570","20.7","","..","","","2"
"1999","Hamilton, Ontario [35537]","2021A003535537","Youth crime severity index","Index","160","units","0","v53079570","20.7","","..","","","2"
"2000","Hamilton, Ontario [35537]","2021A003535537","Youth crime severity index","Index","160","units","0","v53079570","20.7","","..","","","2"
"2001","Hamilton, Ontario [35537]","2021A003535537","Youth crime severity index","Index","160","units","0","v53079570","20.7","","..","","","2"
"2002","Hamilton, Ontario [35537]","2021A003535537","Youth crime severity index","Index","160","units","0","v53079570","20.7","","..","","","2"
"2003","Hamilton, Ontario [35537]","2021A003535537","Youth crime severity index","Index","160","units","0","v53079570","20.7","","..","","","2"
"2004","Hamilton, Ontario [35537]","2021A003535537","Youth crime severity index","Index","160","units","0","v53079570","20.7","","..","","","2"
"2005","Hamilton, Ontario [35537]","2021A003535537","Youth crime severity index","Index","160","units","0","v53079570","20.7","","..","","","2"
"2006","Hamilton, Ontario [35537]","2021A003535537","Youth crime severity index","Index","160","units","0","v53079570","20.7","0.00","","","","2"
"2007","Hamilton, Ontario [35537]","2021A003535537","Youth crime severity index","Index","160","units","0","v53079570","20.7","0.00","","","","2"
"2008","Hamilton, Ontario [35537]","2021A003535537","Youth crime severity index","Index","160","units","0","v53079570","20.7","0.00","","","","2"
"2009","Hamilton, Ontario [35537]","2021A003535537","Youth crime severity index","Index","160","units","0","v53079570","20.7","0.00","","","","2"
"2010","Hamilton, Ontario [35537]","2021A003535537","Youth crime severity index","Index","160","units","0","v53079570","20.7","0.00","","","","2"
"2011","Hamilton, Ontario [35537]","2021A003535537","Youth crime severity index","Index","160","units","0","v53079570","20.7","","..","","","2"
"2012","Hamilton, Ontario [35537]","2021A003535537","Youth crime severity index","Index","160","units","0","v53079570","20.7","","..","","","2"
"2013","Hamilton, Ontario [35537]","2021A003535537","Youth crime severity index","Index","160","units","0","v53079570","20.7","","..","","","2"
"2014","Hamilton, Ontario [35537]","2021A003535537","Youth crime severity index","Index","160","units","0","v53079570","20.7","","..","","","2"
"2015","Hamilton, Ontario [35537]","2021A003535537","Youth crime severity index","Index","160","units","0","v53079570","20.7","","..","","","2"
"2016","Hamilton, Ontario [35537]","2021A003535537","Youth crime severity index","Index","160","units","0","v53079570","20.7","","..","","","2"
"2017","Hamilton, Ontario [35537]","2021A003535537","Youth crime severity index","Index","160","units","0","v53079570","20.7","","..","","","2"
"2018","Hamilton, Ontario [35537]","2021A003535537","Youth crime severity index","Index","160","units","0","v53079570","20.7","","..","","","2"
"2019","Hamilton, Ontario [35537]","2021A003535537","Youth crime severity index","Index","160","units","0","v53079570","20.7","","..","","","2"
"2020","Hamilton, Ontario [35537]","2021A003535537","Youth crime severity index","Index","160","units","0","v53079570","20.7","","..","","","2"
"2021","Hamilton, Ontario [35537]","2021A003535537","Youth crime severity index","Index","160","units","0","v53079570","20.7","","..","","","2"
"2022","Hamilton, Ontario [35537]","2021A003535537","Youth crime severity index","Index","160","units","0","v53079570","20.7","","..","","","2"
"2023","Hamilton, Ontario [35537]","2021A003535537","Youth crime severity index","Index","160","units","0","v53079570","20.7","","..","","","2"
"2024","Hamilton, Ontario [35537]","2021A003535537","Youth crime severity index","Index","160","units","0","v53079570","20.7","","..","","","2"
"1998","Hamilton, Ontario [35537]","2021A003535537","Youth violent crime severity index","Index","160","units","0","v53079571","20.9","","..","","","2"
"1999","Hamilton, Ontario [35537]","2021A003535537","Youth violent crime severity index","Index","160","units","0","v53079571","20.9","","..","","","2"
"2000","Hamilton, Ontario [35537]","2021A003535537","Youth violent crime severity index","Index","160","units","0","v53079571","20.9","","..","","","2"
"2001","Hamilton, Ontario [35537]","2021A003535537","Youth violent crime severity index","Index","160","units","0","v53079571","20.9","","..","","","2"
"2002","Hamilton, Ontario [35537]","2021A003535537","Youth violent crime severity index","Index","160","units","0","v53079571","20.9","","..","","","2"
"2003","Hamilton, Ontario [35537]","2021A003535537","Youth violent crime severity index","Index","160","units","0","v53079571","20.9","","..","","","2"
"2004","Hamilton, Ontario [35537]","2021A003535537","Youth violent crime severity index","Index","160","units","0","v53079571","20.9","","..","","","2"
"2005","Hamilton, Ontario [35537]","2021A003535537","Youth violent crime severity index","Index","160","units","0","v53079571","20.9","","..","","","2"
"2006","Hamilton, Ontario [35537]","2021A003535537","Youth violent crime severity index","Index","160","units","0","v53079571","20.9","0.00","","","","2"
"2007","Hamilton, Ontario [35537]","2021A003535537","Youth violent crime severity index","Index","160","units","0","v53079571","20.9","0.00","","","","2"
"2008","Hamilton, Ontario [35537]","2021A003535537","Youth violent crime severity index","Index","160","units","0","v53079571","20.9","0.00","","","","2"
"2009","Hamilton, Ontario [35537]","2021A003535537","Youth violent crime severity index","Index","160","units","0","v53079571","20.9","0.00","","","","2"
"2010","Hamilton, Ontario [35537]","2021A003535537","Youth violent crime severity index","Index","160","units","0","v53079571","20.9","0.00","","","","2"
"2011","Hamilton, Ontario [35537]","2021A003535537","Youth violent crime severity index","Index","160","units","0","v53079571","20.9","","..","","","2"
"2012","Hamilton, Ontario [35537]","2021A003535537","Youth violent crime severity index","Index","160","units","0","v53079571","20.9","","..","","","2"
"2013","Hamilton, Ontario [35537]","2021A003535537","Youth violent crime severity index","Index","160","units","0","v53079571","20.9","","..","","","2"
"2014","Hamilton, Ontario [35537]","2021A003535537","Youth violent crime severity index","Index","160","units","0","v53079571","20.9","","..","","","2"
"2015","Hamilton, Ontario [35537]","2021A003535537","Youth violent crime severity index","Index","160","units","0","v53079571","20.9","","..","","","2"
"2016","Hamilton, Ontario [35537]","2021A003535537","Youth violent crime severity index","Index","160","units","0","v53079571","20.9","","..","","","2"
"2017","Hamilton, Ontario [35537]","2021A003535537","Youth violent crime severity index","Index","160","units","0","v53079571","20.9","","..","","","2"
"2018","Hamilton, Ontario [35537]","2021A003535537","Youth violent crime severity index","Index","160","units","0","v53079571","20.9","","..","","","2"
"2019","Hamilton, Ontario [35537]","2021A003535537","Youth violent crime severity index","Index","160","units","0","v53079571","20.9","","..","","","2"
"2020","Hamilton, Ontario [35537]","2021A003535537","Youth violent crime severity index","Index","160","units","0","v53079571","20.9","","..","","","2"
"2021","Hamilton, Ontario [35537]","2021A003535537","Youth violent crime severity index","Index","160","units","0","v53079571","20.9","","..","","","2"
"2022","Hamilton, Ontario [35537]","2021A003535537","Youth violent crime severity index","Index","160","units","0","v53079571","20.9","","..","","","2"
"2023","Hamilton, Ontario [35537]","2021A003535537","Youth violent crime severity index","Index","160","units","0","v53079571","20.9","","..","","","2"
"2024","Hamilton, Ontario [35537]","2021A003535537","Youth violent crime severity index","Index","160","units","0","v53079571","20.9","","..","","","2"
"1998","Hamilton, Ontario [35537]","2021A003535537","Youth non-violent crime severity index","Index","160","units","0","v53079563","20.11","","..","","","2"
"1999","Hamilton, Ontario [35537]","2021A003535537","Youth non-violent crime severity index","Index","160","units","0","v53079563","20.11","","..","","","2"
"2000","Hamilton, Ontario [35537]","2021A003535537","Youth non-violent crime severity index","Index","160","units","0","v53079563","20.11","","..","","","2"
"2001","Hamilton, Ontario [35537]","2021A003535537","Youth non-violent crime severity index","Index","160","units","0","v53079563","20.11","","..","","","2"
"2002","Hamilton, Ontario [35537]","2021A003535537","Youth non-violent crime severity index","Index","160","units","0","v53079563","20.11","","..","","","2"
"2003","Hamilton, Ontario [35537]","2021A003535537","Youth non-violent crime severity index","Index","160","units","0","v53079563","20.11","","..","","","2"
"2004","Hamilton, Ontario [35537]","2021A003535537","Youth non-violent crime severity index","Index","160","units","0","v53079563","20.11","","..","","","2"
"2005","Hamilton, Ontario [35537]","2021A003535537","Youth non-violent crime severity index","Index","160","units","0","v53079563","20.11","","..","","","2"
"2006","Hamilton, Ontario [35537]","2021A003535537","Youth non-violent crime severity index","Index","160","units","0","v53079563","20.11","0.00","","","","2"
"2007","Hamilton, Ontario [35537]","2021A003535537","Youth non-violent crime severity index","Index","160","units","0","v53079563","20.11","0.00","","","","2"
"2008","Hamilton, Ontario [35537]","2021A003535537","Youth non-violent crime severity index","Index","160","units","0","v53079563","20.11","0.00","","","","2"
"2009","Hamilton, Ontario [35537]","2021A003535537","Youth non-violent crime severity index","Index","160","units","0","v53079563","20.11","0.00","","","","2"
"2010","Hamilton, Ontario [35537]","2021A003535537","Youth non-violent crime severity index","Index","160","units","0","v53079563","20.11","0.00","","","","2"
"2011","Hamilton, Ontario [35537]","2021A003535537","Youth non-violent crime severity index","Index","160","units","0","v53079563","20.11","","..","","","2"
"2012","Hamilton, Ontario [35537]","2021A003535537","Youth non-violent crime severity index","Index","160","units","0","v53079563","20.11","","..","","","2"
"2013","Hamilton, Ontario [35537]","2021A003535537","Youth non-violent crime severity index","Index","160","units","0","v53079563","20.11","","..","","","2"
"2014","Hamilton, Ontario [35537]","2021A003535537","Youth non-violent crime severity index","Index","160","units","0","v53079563","20.11","","..","","","2"
"2015","Hamilton, Ontario [35537]","2021A003535537","Youth non-violent crime severity index","Index","160","units","0","v53079563","20.11","","..","","","2"
"2016","Hamilton, Ontario [35537]","2021A003535537","Youth non-violent crime severity index","Index","160","units","0","v53079563","20.11","","..","","","2"
"2017","Hamilton, Ontario [35537]","2021A003535537","Youth non-violent crime severity index","Index","160","units","0","v53079563","20.11","","..","","","2"
"2018","Hamilton, Ontario [35537]","2021A003535537","Youth non-violent crime severity index","Index","160","units","0","v53079563","20.11","","..","","","2"
"2019","Hamilton, Ontario [35537]","2021A003535537","Youth non-violent crime severity index","Index","160","units","0","v53079563","20.11","","..","","","2"
"2020","Hamilton, Ontario [35537]","2021A003535537","Youth non-violent crime severity index","Index","160","units","0","v53079563","20.11","","..","","","2"
"2021","Hamilton, Ontario [35537]","2021A003535537","Youth non-violent crime severity index","Index","160","units","0","v53079563","20.11","","..","","","2"
"2022","Hamilton, Ontario [35537]","2021A003535537","Youth non-violent crime severity index","Index","160","units","0","v53079563","20.11","","..","","","2"
"2023","Hamilton, Ontario [35537]","2021A003535537","Youth non-violent crime severity index","Index","160","units","0","v53079563","20.11","","..","","","2"
"2024","Hamilton, Ontario [35537]","2021A003535537","Youth non-violent crime severity index","Index","160","units","0","v53079563","20.11","","..","","","2"
"1998","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Crime severity index","Index","160","units","0","v44312581","21.1","107.97","","","","2"
"1999","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Crime severity index","Index","160","units","0","v44312581","21.1","101.89","","","","2"
"2000","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Crime severity index","Index","160","units","0","v44312581","21.1","93.09","","","","2"
"2001","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Crime severity index","Index","160","units","0","v44312581","21.1","98.60","","","","2"
"2002","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Crime severity index","Index","160","units","0","v44312581","21.1","100.55","","","","2"
"2003","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Crime severity index","Index","160","units","0","v44312581","21.1","92.85","","","","2"
"2004","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Crime severity index","Index","160","units","0","v44312581","21.1","79.43","","","","2"
"2005","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Crime severity index","Index","160","units","0","v44312581","21.1","83.56","","","","2"
"2006","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Crime severity index","Index","160","units","0","v44312581","21.1","85.10","","","","2"
"2007","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Crime severity index","Index","160","units","0","v44312581","21.1","80.31","","","","2"
"2008","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Crime severity index","Index","160","units","0","v44312581","21.1","80.35","","","","2"
"2009","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Crime severity index","Index","160","units","0","v44312581","21.1","76.29","","","","2"
"2010","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Crime severity index","Index","160","units","0","v44312581","21.1","70.36","","","","2"
"2011","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Crime severity index","Index","160","units","0","v44312581","21.1","61.45","","","","2"
"2012","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Crime severity index","Index","160","units","0","v44312581","21.1","64.05","","","","2"
"2013","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Crime severity index","Index","160","units","0","v44312581","21.1","57.24","","","","2"
"2014","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Crime severity index","Index","160","units","0","v44312581","21.1","50.98","","","","2"
"2015","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Crime severity index","Index","160","units","0","v44312581","21.1","51.83","","","","2"
"2016","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Crime severity index","Index","160","units","0","v44312581","21.1","49.49","","","","2"
"2017","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Crime severity index","Index","160","units","0","v44312581","21.1","59.60","","","","2"
"2018","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Crime severity index","Index","160","units","0","v44312581","21.1","68.74","","","","2"
"2019","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Crime severity index","Index","160","units","0","v44312581","21.1","63.54","","","","2"
"2020","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Crime severity index","Index","160","units","0","v44312581","21.1","57.75","","","","2"
"2021","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Crime severity index","Index","160","units","0","v44312581","21.1","61.03","","","","2"
"2022","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Crime severity index","Index","160","units","0","v44312581","21.1","55.77","","","","2"
"2023","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Crime severity index","Index","160","units","0","v44312581","21.1","55.39","","","","2"
"2024","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Crime severity index","Index","160","units","0","v44312581","21.1","58.97","","","","2"
"1998","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Violent crime severity index","Index","160","units","0","v44312583","21.3","63.04","","","","2"
"1999","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Violent crime severity index","Index","160","units","0","v44312583","21.3","67.04","","","","2"
"2000","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Violent crime severity index","Index","160","units","0","v44312583","21.3","62.23","","","","2"
"2001","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Violent crime severity index","Index","160","units","0","v44312583","21.3","63.86","","","","2"
"2002","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Violent crime severity index","Index","160","units","0","v44312583","21.3","76.28","","","","2"
"2003","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Violent crime severity index","Index","160","units","0","v44312583","21.3","67.88","","","","2"
"2004","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Violent crime severity index","Index","160","units","0","v44312583","21.3","61.53","","","","2"
"2005","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Violent crime severity index","Index","160","units","0","v44312583","21.3","72.05","","","","2"
"2006","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Violent crime severity index","Index","160","units","0","v44312583","21.3","72.75","","","","2"
"2007","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Violent crime severity index","Index","160","units","0","v44312583","21.3","64.92","","","","2"
"2008","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Violent crime severity index","Index","160","units","0","v44312583","21.3","68.60","","","","2"
"2009","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Violent crime severity index","Index","160","units","0","v44312583","21.3","63.83","","","","2"
"2010","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Violent crime severity index","Index","160","units","0","v44312583","21.3","57.24","","","","2"
"2011","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Violent crime severity index","Index","160","units","0","v44312583","21.3","48.66","","","","2"
"2012","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Violent crime severity index","Index","160","units","0","v44312583","21.3","54.22","","","","2"
"2013","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Violent crime severity index","Index","160","units","0","v44312583","21.3","48.89","","","","2"
"2014","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Violent crime severity index","Index","160","units","0","v44312583","21.3","41.36","","","","2"
"2015","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Violent crime severity index","Index","160","units","0","v44312583","21.3","42.09","","","","2"
"2016","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Violent crime severity index","Index","160","units","0","v44312583","21.3","37.99","","","","2"
"2017","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Violent crime severity index","Index","160","units","0","v44312583","21.3","45.58","","","","2"
"2018","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Violent crime severity index","Index","160","units","0","v44312583","21.3","53.85","","","","2"
"2019","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Violent crime severity index","Index","160","units","0","v44312583","21.3","56.29","","","","2"
"2020","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Violent crime severity index","Index","160","units","0","v44312583","21.3","57.76","","","","2"
"2021","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Violent crime severity index","Index","160","units","0","v44312583","21.3","62.83","","","","2"
"2022","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Violent crime severity index","Index","160","units","0","v44312583","21.3","65.88","","","","2"
"2023","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Violent crime severity index","Index","160","units","0","v44312583","21.3","68.83","","","","2"
"2024","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Violent crime severity index","Index","160","units","0","v44312583","21.3","78.46","","","","2"
"1998","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Non-violent crime severity index","Index","160","units","0","v44312585","21.5","125.24","","","","2"
"1999","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Non-violent crime severity index","Index","160","units","0","v44312585","21.5","115.29","","","","2"
"2000","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Non-violent crime severity index","Index","160","units","0","v44312585","21.5","104.95","","","","2"
"2001","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Non-violent crime severity index","Index","160","units","0","v44312585","21.5","111.96","","","","2"
"2002","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Non-violent crime severity index","Index","160","units","0","v44312585","21.5","109.89","","","","2"
"2003","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Non-violent crime severity index","Index","160","units","0","v44312585","21.5","102.45","","","","2"
"2004","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Non-violent crime severity index","Index","160","units","0","v44312585","21.5","86.32","","","","2"
"2005","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Non-violent crime severity index","Index","160","units","0","v44312585","21.5","87.99","","","","2"
"2006","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Non-violent crime severity index","Index","160","units","0","v44312585","21.5","89.84","","","","2"
"2007","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Non-violent crime severity index","Index","160","units","0","v44312585","21.5","86.23","","","","2"
"2008","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Non-violent crime severity index","Index","160","units","0","v44312585","21.5","84.86","","","","2"
"2009","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Non-violent crime severity index","Index","160","units","0","v44312585","21.5","81.08","","","","2"
"2010","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Non-violent crime severity index","Index","160","units","0","v44312585","21.5","75.41","","","","2"
"2011","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Non-violent crime severity index","Index","160","units","0","v44312585","21.5","65.98","","","","2"
"2012","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Non-violent crime severity index","Index","160","units","0","v44312585","21.5","67.50","","","","2"
"2013","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Non-violent crime severity index","Index","160","units","0","v44312585","21.5","60.16","","","","2"
"2014","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Non-violent crime severity index","Index","160","units","0","v44312585","21.5","54.37","","","","2"
"2015","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Non-violent crime severity index","Index","160","units","0","v44312585","21.5","55.26","","","","2"
"2016","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Non-violent crime severity index","Index","160","units","0","v44312585","21.5","53.51","","","","2"
"2017","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Non-violent crime severity index","Index","160","units","0","v44312585","21.5","64.50","","","","2"
"2018","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Non-violent crime severity index","Index","160","units","0","v44312585","21.5","73.94","","","","2"
"2019","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Non-violent crime severity index","Index","160","units","0","v44312585","21.5","65.99","","","","2"
"2020","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Non-violent crime severity index","Index","160","units","0","v44312585","21.5","57.62","","","","2"
"2021","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Non-violent crime severity index","Index","160","units","0","v44312585","21.5","60.83","","","","2"
"2022","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Non-violent crime severity index","Index","160","units","0","v44312585","21.5","52.20","","","","2"
"2023","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Non-violent crime severity index","Index","160","units","0","v44312585","21.5","50.49","","","","2"
"2024","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Non-violent crime severity index","Index","160","units","0","v44312585","21.5","51.68","","","","2"
"1998","St.Catharines-Niagara, Ontario [35539]","2021A003535539","Youth crime severity index","Index","160","units","0","v53079579","21.7","","..","","","2"
