"REF_DATE","GEO","DGUID","Industry","Business dynamics measure","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017-09","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","893186","","","","0"
"2017-10","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","891977","","","","0"
"2017-11","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","893136","","","","0"
"2017-12","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","893589","","","","0"
"2018-01","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","894314","","","","0"
"2018-02","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","895858","","","","0"
"2018-03","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","896754","","","","0"
"2018-04","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","897190","","","","0"
"2018-05","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","893403","","","","0"
"2018-06","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","898054","","","","0"
"2018-07","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","898751","","","","0"
"2018-08","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","898053","","","","0"
"2018-09","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","898396","","","","0"
"2018-10","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","899944","","","","0"
"2018-11","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","900817","","","","0"
"2018-12","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","900678","","","","0"
"2019-01","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","901160","","","","0"
"2019-02","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","901833","","","","0"
"2019-03","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","903083","","","","0"
"2019-04","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","904034","","","","0"
"2019-05","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","904065","","","","0"
"2019-06","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","903683","","","","0"
"2019-07","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","906765","","","","0"
"2019-08","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","910079","","","","0"
"2019-09","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","907258","","","","0"
"2019-10","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","907141","","","","0"
"2019-11","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","907980","","","","0"
"2019-12","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","907694","","","","0"
"2020-01","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","907789","","","","0"
"2020-02","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","907258","","","","0"
"2020-03","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","872759","E","","","0"
"2020-04","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","815620","E","","","0"
"2020-05","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","790118","E","","","0"
"2020-06","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","795926","E","","","0"
"2020-07","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","820085","","","","0"
"2020-08","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","837689","","","","0"
"2020-09","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","851359","","","","0"
"2020-10","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","861791","","","","0"
"2020-11","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","867451","","","","0"
"2020-12","Canada","2016A000011124","Business sector industries [T004]","Active businesses","Number","223","units","0","v1203704156","1.1.1","874827","","","","0"
"2015-01","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","43889","","","","0"
"2015-02","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","42669","","","","0"
"2015-03","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","39769","","","","0"
"2015-04","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","40519","","","","0"
"2015-05","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","38517","","","","0"
"2015-06","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","37381","","","","0"
"2015-07","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","39281","","","","0"
"2015-08","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","40413","","","","0"
"2015-09","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","34074","","","","0"
"2015-10","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","40440","","","","0"
"2015-11","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","41492","","","","0"
"2015-12","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","40521","","","","0"
"2016-01","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","41215","","","","0"
"2016-02","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","40529","","","","0"
"2016-03","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","41156","","","","0"
"2016-04","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","41904","","","","0"
"2016-05","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","40897","","","","0"
"2016-06","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","39920","","","","0"
"2016-07","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","40496","","","","0"
"2016-08","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","41410","","","","0"
"2016-09","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","37591","","","","0"
"2016-10","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","43400","","","","0"
"2016-11","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","44801","","","","0"
"2016-12","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","43294","","","","0"
"2017-01","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","41389","","","","0"
"2017-02","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","42086","","","","0"
"2017-03","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","42209","","","","0"
"2017-04","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","40754","","","","0"
"2017-05","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","42727","","","","0"
"2017-06","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","41455","","","","0"
"2017-07","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","36628","","","","0"
"2017-08","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","44542","","","","0"
"2017-09","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","42241","","","","0"
"2017-10","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","38473","","","","0"
"2017-11","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","39070","","","","0"
"2017-12","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","38930","","","","0"
"2018-01","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","41713","","","","0"
"2018-02","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","42945","","","","0"
"2018-03","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","43099","","","","0"
"2018-04","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","43452","","","","0"
"2018-05","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","41482","","","","0"
"2018-06","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","41689","","","","0"
"2018-07","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","36685","","","","0"
"2018-08","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","41280","","","","0"
"2018-09","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","44856","","","","0"
"2018-10","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","43050","","","","0"
"2018-11","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","56166","E","","","0"
"2018-12","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","44331","","","","0"
"2019-01","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","44904","","","","0"
"2019-02","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","44867","","","","0"
"2019-03","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","44637","","","","0"
"2019-04","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","42962","","","","0"
"2019-05","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","41661","","","","0"
"2019-06","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","41613","","","","0"
"2019-07","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","39805","","","","0"
"2019-08","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","40913","","","","0"
"2019-09","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","42836","","","","0"
"2019-10","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","41869","","","","0"
"2019-11","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","40122","","","","0"
"2019-12","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","42435","","","","0"
"2020-01","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","40954","","","","0"
"2020-02","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","39568","","","","0"
"2020-03","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","39997","","","","0"
"2020-04","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","40616","","","","0"
"2020-05","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","42740","","","","0"
"2020-06","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","55118","E","","","0"
"2020-07","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","55047","","","","0"
"2020-08","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","52549","","","","0"
"2020-09","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","50365","","","","0"
"2020-10","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","49784","","","","0"
"2020-11","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","49351","","","","0"
"2020-12","Canada","2016A000011124","Business sector industries [T004]","Opening businesses","Number","223","units","0","v1203704157","1.1.2","48703","","","","0"
"2015-01","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","36279","","","","0"
"2015-02","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","37861","","","","0"
"2015-03","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","36096","","","","0"
"2015-04","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","39172","","","","0"
"2015-05","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","36635","","","","0"
"2015-06","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","37771","","","","0"
"2015-07","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","38106","","","","0"
"2015-08","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","37291","","","","0"
"2015-09","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","38085","","","","0"
"2015-10","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","39140","","","","0"
"2015-11","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","38344","","","","0"
"2015-12","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","39300","","","","0"
"2016-01","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","38275","","","","0"
"2016-02","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","47966","E","","","0"
"2016-03","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","40435","","","","0"
"2016-04","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","39151","","","","0"
"2016-05","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","39813","","","","0"
"2016-06","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","36870","","","","0"
"2016-07","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","43943","","","","0"
"2016-08","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","41239","","","","0"
"2016-09","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","39799","","","","0"
"2016-10","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","41244","","","","0"
"2016-11","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","41712","","","","0"
"2016-12","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","40366","","","","0"
"2017-01","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","41461","","","","0"
"2017-02","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","37939","","","","0"
"2017-03","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","44992","","","","0"
"2017-04","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","40307","","","","0"
"2017-05","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","36040","","","","0"
"2017-06","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","40171","","","","0"
"2017-07","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","40256","","","","0"
"2017-08","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","41230","","","","0"
"2017-09","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","42179","","","","0"
"2017-10","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","41268","","","","0"
"2017-11","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","33688","E","","","0"
"2017-12","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","41532","","","","0"
"2018-01","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","41274","","","","0"
"2018-02","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","40289","","","","0"
"2018-03","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","42000","","","","0"
"2018-04","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","40012","","","","0"
"2018-05","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","42456","","","","0"
"2018-06","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","41946","","","","0"
"2018-07","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","37445","","","","0"
"2018-08","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","48052","","","","0"
"2018-09","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","42587","","","","0"
"2018-10","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","42315","","","","0"
"2018-11","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","51136","E","","","0"
"2018-12","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","42788","","","","0"
"2019-01","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","42628","","","","0"
"2019-02","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","43241","","","","0"
"2019-03","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","41351","","","","0"
"2019-04","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","42172","","","","0"
"2019-05","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","43186","","","","0"
"2019-06","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","45147","","","","0"
"2019-07","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","38463","","","","0"
"2019-08","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","42096","","","","0"
"2019-09","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","42517","","","","0"
"2019-10","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","41177","","","","0"
"2019-11","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","37995","","","","0"
"2019-12","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","40318","","","","0"
"2020-01","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","40723","","","","0"
"2020-02","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","40545","","","","0"
"2020-03","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","59822","E","","","0"
"2020-04","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","110895","E","","","0"
"2020-05","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","76895","","","","0"
"2020-06","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","59972","","","","0"
"2020-07","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","32572","E","","","0"
"2020-08","Canada","2016A000011124","Business sector industries [T004]","Closing businesses","Number","223","units","0","v1203704159","1.1.4","31598","","","","0"
